rank,company,ticker,industry,state,city,revenues_millions,profits_millions,assets_millions,market_value_millions,employees,website
573,Petco Health and Wellness,WOOF,Specialty Retailers: Other,California,San Diego,"$6,116.5",$-101.8,"$5,194.4",$840.8,"29,000",https://www.petco.com
574,Church & Dwight,CHD,Household and Personal Products,New Jersey,Ewing,"$6,107.1",$585.3,"$8,883.1","$27,094.2","5,750",https://www.churchdwight.com
575,Camping World Holdings,CWH,"Automotive Retailing, Services",Illinois,Lincolnshire,"$6,100",$-38.6,"$4,863.3","$1,648.9","12,881",https://www.campingworld.com
576,Agilon health,AGL,Health Care: Pharmacy and Other Services,Ohio,Westerville,"$6,060.5",$-260.2,"$1,734","$1,785.3","1,076",
577,Huntsman,HUN,Chemicals,Texas,The Woodlands,"$6,036",$-189,"$7,114","$2,743.5","6,300",https://www.huntsman.com
578,Regal Rexnord,RRX,"Electronics, Electrical Equip.",Wisconsin,Milwaukee,"$6,033.8",$196.2,"$14,033.7","$7,551.8","30,550",https://www.regalrexnord.com
579,Ardent Health Partners,ARDT,Health Care: Medical Facilities,Tennessee,Brentwood,"$5,966.1",$210.3,"$4,956.1","$1,962.8","22,050",
580,Simon Property Group,SPG,Real estate,Indiana,Indianapolis,"$5,963.8","$2,370.9","$32,405.7","$54,182.5","2,800",https://www.simon.com
581,Fortinet,FTNT,Computer Software,California,Sunnyvale,"$5,955.8","$1,745.2","$9,763.1","$74,021.4","14,138",https://www.fortinet.com
582,Stifel Financial,SF,Securities,Missouri,St. Louis,"$5,951.7",$731.4,"$39,895.5","$9,779.9","9,000",https://www.stifel.com
583,Frontier Communications,FYBR,Telecommunications,Texas,Dallas,"$5,937",$-322,"$20,614","$8,163.8","13,025",https://www.frontier.com
584,CF Industries Holdings,CF,Chemicals,Illinois,Northbrook,"$5,935.9","$1,217.8","$13,466.1","$13,009.4","2,803",https://www.cfindustries.com
585,Academy Sports and Outdoors,ASO,Specialty Retailers: Other,Texas,Katy,"$5,933.5",$418.4,"$4,901","$3,056.1","15,958",https://www.academy.com
586,Clean Harbors,CLH,Waste Management,Massachusetts,Norwell,"$5,890",$402.3,"$7,377.3","$10,615.2","24,014",https://www.cleanharbors.com
587,SS&C Technologies Holdings,SSNC,Computer Software,Connecticut,Windsor,"$5,882",$760.5,"$19,044.7","$20,589","26,800",https://www.ssctech.com
588,Silgan Holdings,SLGN,"Packaging, Containers",Connecticut,Stamford,"$5,854.7",$276.4,"$8,584.7","$5,459.3","17,315",https://www.silganholdings.com
589,Evergy,EVRG,Utilities: Gas and Electric,Missouri,Kansas City,"$5,847.3",$873.5,"$32,282.1","$15,859.4","4,731",https://investors.evergy.com
590,Annaly Capital Management,NLY,Diversified Financials,New York,New York,"$5,840.1","$1,001.9","$103,556.4","$11,746.4",191,
591,Old Dominion Freight Line,ODFL,"Trucking, Truck Leasing",North Carolina,Thomasville,"$5,814.8","$1,186.1","$5,491.4","$35,165.6","21,895",https://www.odfl.com
592,Robert Half,RHI,Diversified Outsourcing Services,California,Menlo Park,"$5,795.8",$251.6,"$2,854.4","$5,575","14,700",https://www.roberthalf.com
593,Lyft,LYFT,Internet Services and Retailing,California,San Francisco,"$5,786",$22.8,"$5,435.1","$4,961.8","2,934",https://investor.lyft.com
594,Chemours,CC,Chemicals,Delaware,Wilmington,"$5,782",$86,"$7,515","$2,021.9","6,000",https://www.chemours.com
595,Globe Life,GL,"Insurance: Life, Health (stock)",Texas,McKinney,"$5,778.1","$1,070.8","$29,076.2","$10,964.7","3,732",https://www.globelifeinsurance.com
596,Marvell Technology,MRVL,Semiconductors and Other Electronic Components,Delaware,Wilmington,"$5,767.3",$-885,"$20,204.5","$53,325.8","7,042",https://www.marvell.com
597,Darling Ingredients,DAR,Food Production,Texas,Irving,"$5,715.2",$278.9,"$10,070.5","$4,940.5","15,500",https://www.darlingii.com
598,Under Armour,UAA,Apparel,Maryland,Baltimore,"$5,701.9",$232,"$4,760.7","$2,619.5","10,900",https://about.underarmour.com
599,Anywhere Real Estate,HOUS,Real estate,New Jersey,Madison,"$5,692",$-128,"$5,636",$372.3,"7,855",https://www.anywhere.re
600,OneMain Holdings,OMF,Diversified Financials,Indiana,Evansville,"$5,688",$509,"$25,910","$5,834.7","9,000",https://onemainfinancial.com
601,Host Hotels & Resorts,HST,Real estate,Maryland,Bethesda,"$5,684",$697,"$13,048","$9,934.3",165,https://www.hosthotels.com
602,Equifax,EFX,Financial Data Services,Georgia,Atlanta,"$5,681.1",$604.1,"$11,759.4","$30,396","14,700",https://www.equifax.com
603,Teledyne Technologies,TDY,Aerospace & Defense,California,Thousand Oaks,"$5,670",$819.2,"$14,200.5","$23,311.6","14,900",https://www.teledyne.com
604,Ingles Markets,IMKTA,Food & Drug Stores,North Carolina,Black Mountain,"$5,639.6",$105.5,"$2,527.9","$1,237.1","18,716",https://www.ingles-markets.com
605,Compass,COMP,Internet Services and Retailing,New York,New York,"$5,629.1",$-154.4,"$1,178","$4,688.1","2,566",https://www.compass.com
606,Hubbell,HUBB,"Electronics, Electrical Equip.",Connecticut,Shelton,"$5,628.5",$777.8,"$6,679.1","$17,728","17,700",https://www.hubbell.com
607,U-Haul Holding,UHAL,"Trucking, Truck Leasing",Nevada,Reno,"$5,625.7",$628.7,"$19,058.8","$11,725.1","26,068",https://www.uhaul.com
608,CUNA Mutual Group,~,"Insurance: Life, Health (stock)",Wisconsin,Madison,"$5,602.5",$213.3,"$47,681.8",~,"4,150",
609,Digital Realty Trust,DLR,Real estate,Texas,Dallas,"$5,555",$602.5,"$45,283.6","$48,237.8","3,936",https://www.digitalrealty.com
610,Urban Outfitters,URBN,Specialty Retailers: Apparel,Pennsylvania,Philadelphia,"$5,550.7",$402.5,"$4,519.5","$4,835.3","20,155",https://www.urbn.com
611,CommScope Holding,COMM,Network and Other Communications Equipment,North Carolina,Claremont,"$5,527.1",$-315.5,"$8,747.5","$1,149.9","20,000",https://www.commscope.com
612,GMS,GMS,Wholesalers: Diversified,Georgia,Tucker,"$5,501.9",$276.1,"$3,759.8","$2,808.9","7,624",https://www.gms.com
613,Mercury General,MCY,Insurance: Property and Casualty (Stock),California,Los Angeles,"$5,475.6",$468,"$8,310.6","$3,096.2","4,200",https://www.mercuryinsurance.com
614,Sentry Insurance Group,~,Insurance: Property and Casualty (Mutual),Wisconsin,Stevens Point,"$5,469.2",$456.7,"$27,425.6",~,"4,662",
615,Coterra Energy,CTRA,"Mining, Crude-Oil Production",Texas,Houston,"$5,458","$1,121","$21,625","$22,082.4",915,https://www.coterra.com
616,NiSource,NI,Utilities: Gas and Electric,Indiana,Merrillville,"$5,455.1",$760.4,"$31,788.1","$18,866.6","7,717",https://www.nisource.com
617,Greif,GEF,"Packaging, Containers",Ohio,Delaware,"$5,448.1",$268.8,"$6,647.6","$2,700.1","14,000",https://www.greif.com
618,Carlyle Group,CG,Securities,District Of Columbia,Washington,"$5,425.8","$1,020.4","$23,103.5","$15,744.8","2,300",https://www.carlyle.com
619,Rocket Companies,RKT,Diversified Financials,Michigan,Detroit,"$5,416.4",$29.4,"$24,510.1","$24,096.7","14,200",https://www.rocketcompanies.com
620,Nexstar Media Group,NXST,Entertainment,Texas,Irving,"$5,407",$722,"$11,468","$5,467.9","12,389",https://www.nexstar.tv
621,Sealed Air,SEE,"Packaging, Containers",North Carolina,Charlotte,"$5,392.6",$264.7,"$7,022.1","$4,212.5","16,400",https://www.sealedair.com
622,Mattel,MAT,"Toys, Sporting Goods",California,El Segundo,"$5,379.5",$541.8,"$6,544.1","$6,274.1","34,000",https://www.mattel.com
623,Patterson-UTI Energy,PTEN,"Oil and Gas Equipment, Services",Texas,Houston,"$5,377.9",$-968,"$5,833.5","$3,176.1","9,200",https://www.patenergy.com
624,Albemarle,ALB,Chemicals,North Carolina,Charlotte,"$5,377.5","$-1,179.4","$16,609.6","$8,473.2","8,300",https://www.albemarle.com
625,Texas Roadhouse,TXRH,Food Services,Kentucky,Louisville,"$5,373.3",$433.6,"$3,190.8","$11,072.7","95,000",https://www.texasroadhouse.com
626,Encompass Health,EHC,Health Care: Medical Facilities,Alabama,Birmingham,"$5,373.2",$455.7,"$6,534.7","$10,199.8","31,820",https://www.encompasshealth.com
627,Snap,SNAP,Internet Services and Retailing,California,Santa Monica,"$5,361.4",$-697.9,"$7,936.3","$14,775.3","4,911",https://www.snap.com
628,Take-Two Interactive Software,TTWO,Entertainment,New York,New York,"$5,349.6","$-3,744.2","$12,216.9","$36,578.7","12,371",https://www.take2games.com
629,Lennox International,LII,Industrial Machinery,Texas,Richardson,"$5,341.3",$806.9,"$3,471.8","$19,954.1","14,200",https://lennox.com
630,Lineage,LINE,Real estate,Michigan,Novi,"$5,340",$-664,"$18,661","$13,379.2","26,000",
631,Carlisle,CSL,"Building Materials, Glass",Arizona,Scottsdale,"$5,332.2","$1,311.8","$5,816.6","$15,032.9","5,600",https://www.carlisle.com
632,TopBuild,BLD,Engineering & Construction,Florida,Daytona Beach,"$5,329.8",$622.6,"$4,735.4","$8,918.4","13,984",https://www.topbuild.com
633,American Eagle Outfitters,AEO,Specialty Retailers: Apparel,Pennsylvania,Pittsburgh,"$5,328.7",$329.4,"$3,830.8","$2,004.6","26,500",https://www.aeo-inc.com
634,Pool,POOL,Wholesalers: Diversified,Louisiana,Covington,"$5,311",$434.3,"$3,368.2","$12,007.6","6,100",https://www.poolcorp.com
635,Maximus,MMS,Information Technology Services,Virginia,McLean,"$5,306.2",$306.9,"$4,131.5","$3,859.6","47,000",https://www.maximus.com
636,Cornerstone Building Brands,~,"Building Materials, Glass",North Carolina,Cary,"$5,297.5","$-1,189.4","$6,685.1",~,"18,800",
637,Schneider National,SNDR,Transportation and Logistics,Wisconsin,Green Bay,"$5,290.5",$117,"$4,933.7","$4,009.9","19,400",https://www.schneider.com
638,Paychex,PAYX,Diversified Outsourcing Services,New York,Rochester,"$5,278.3","$1,690.4","$10,383.1","$55,570.2","16,500",https://www.paychex.com
639,EQT,EQT,Energy,Pennsylvania,Pittsburgh,"$5,273.3",$230.6,"$39,830.3","$31,921.3","1,461",https://www.eqt.com
640,Realty Income,O,Real estate,California,San Diego,"$5,271.1",$860.8,"$68,835","$51,731.5",468,https://www.realtyincome.com
641,Chord Energy,CHRD,"Mining, Crude-Oil Production",Texas,Houston,"$5,251.1",$848.6,"$13,032","$6,705.7",762,https://www.chordenergy.com
642,StandardAero,SARO,Aerospace & Defense,Arizona,Scottsdale,"$5,237.2",$11,"$6,213.6","$8,910.1","7,700",
643,Brunswick,BC,Transportation Equipment,Illinois,Mettawa,"$5,237.1",$130.1,"$5,677.7","$3,549.1","15,525",https://www.brunswick.com
644,Civitas Resources,CIVI,"Mining, Crude-Oil Production",Colorado,Denver,"$5,206.8",$838.7,"$14,944.1","$3,245.4",655,https://www.civitasresources.com
645,Rithm Capital,RITM,Real estate,New York,New York,"$5,205.8",$931.5,"$46,049","$5,961.6","6,045",https://www.rithmcap.com
646,Tetra Tech,TTEK,Engineering & Construction,California,Pasadena,"$5,198.7",$333.4,"$4,192.7","$7,840.1","30,000",https://www.tetratech.com
647,Veralto,VLTO,Waste Management,Massachusetts,Waltham,"$5,193",$833,"$6,406","$24,172.6","16,750",
648,Ares Management,ARES,Securities,California,Los Angeles,"$5,192.3",$463.7,"$24,884.3","$47,776.3","3,200",https://www.aresmgmt.com
649,Harley-Davidson,HOG,Transportation Equipment,Wisconsin,Milwaukee,"$5,186.8",$455.4,"$11,881.6","$3,144.6","5,900",https://www.harley-davidson.com
650,Opendoor Technologies,OPEN,Internet Services and Retailing,Arizona,Tempe,"$5,153",$-392,"$3,126",$738,"1,470",https://www.opendoor.com
651,Primo Brands,PRMB,Beverages,Florida,Tampa,"$5,152.5",$-16.4,"$11,194.5","$13,491.7","13,700",
652,Terex,TEX,Construction and Farm Machinery,Connecticut,Norwalk,"$5,127",$335,"$5,730","$2,508.6","11,400",https://www.terex.com
653,Pinnacle West Capital,PNW,Utilities: Gas and Electric,Arizona,Phoenix,"$5,124.9",$608.8,"$26,102.8","$11,357.9","6,403",https://www.pinnaclewest.com
654,Southwest Gas Holdings,SWX,Utilities: Gas and Electric,Nevada,Las Vegas,"$5,112.4",$198.8,"$12,023.8","$5,158.7","11,122",https://www.swgasholdings.com
655,Snap-on,SNA,Industrial Machinery,Wisconsin,Kenosha,"$5,108.4","$1,043.9","$7,896.8","$17,665.3","13,000",https://www.snapon.com
656,Flowers Foods,FLO,Food Consumer Products,Georgia,Thomasville,"$5,103.5",$248.1,"$3,400.4","$4,008.2","10,200",https://www.flowersfoods.com
657,Western Alliance Bancorp.,WAL,Commercial Banks,Arizona,Phoenix,"$5,084.3",$787.7,"$80,934","$8,486.2","3,524",https://www.westernalliancebancorporation.com
658,Juniper Networks,JNPR,Network and Other Communications Equipment,California,Sunnyvale,"$5,073.6",$287.9,"$10,008","$12,058.1","11,271",https://www.juniper.net
659,TelevisaUnivision,~,Entertainment,Florida,Miami,"$5,055.5",$-666.7,"$14,816",~,"14,000",
660,TriNet Group,TNET,Diversified Outsourcing Services,California,Dublin,"$5,053",$173,"$4,119","$3,924.6","3,600",https://www.trinet.com
661,First Horizon,FHN,Commercial Banks,Tennessee,Memphis,"$5,031",$775,"$82,152","$9,985","7,204",https://www.firsthorizon.com
662,Brink's,BCO,Diversified Outsourcing Services,Virginia,Richmond,"$5,011.9",$162.9,"$6,623.1","$3,722.2","67,100",https://www.brinks.com
663,Permian Resources,PR,"Mining, Crude-Oil Production",Texas,Midland,"$5,000.7",$984.7,"$16,897.9","$11,128.5",482,https://permianres.com
664,Option Care Health,OPCH,Health Care: Pharmacy and Other Services,Illinois,Bannockburn,"$4,998.2",$211.8,"$3,421.7","$5,740.3","7,052",https://www.optioncarehealth.com
665,Comerica,CMA,Commercial Banks,Texas,Dallas,"$4,993",$698,"$79,297","$7,749","7,747",https://www.comerica.com
665,Zions Bancorp.,ZION,Commercial Banks,Utah,Salt Lake City,"$4,993",$784,"$88,775","$7,357.5","9,406",https://www.zionsbancorporation.com
667,Hilton Grand Vacations,HGV,"Hotels, Casinos, Resorts",Florida,Orlando,"$4,981",$47,"$11,442","$3,541.1","21,800",https://www.hgv.com
667,Zebra Technologies,ZBRA,"Electronics, Electrical Equip.",Illinois,Lincolnshire,"$4,981",$528,"$7,968","$14,451.1","9,900",https://www.zebra.com
669,Keysight Technologies,KEYS,"Scientific,Photographic and Control Equipment",California,Santa Rosa,"$4,979",$614,"$9,269","$25,881.8","15,500",https://www.keysight.com
670,Venture Global,VG,Pipelines,Virginia,Arlington,"$4,972","$1,543","$43,491",~,"1,500",
671,Rivian Automotive,RIVN,Motor Vehicles & Parts,California,Irvine,"$4,970","$-4,747","$15,410","$14,077.4","14,861",https://rivian.com
672,Marriott Vacations Worldwide,VAC,"Hotels, Casinos, Resorts",Florida,Orlando,"$4,967",$218,"$9,808","$2,220.4","22,300",https://www.marriottvacationsworldwide.com
673,Telephone & Data Systems,TDS,Telecommunications,Illinois,Chicago,"$4,964",$-28,"$13,682","$4,416.4","7,900",https://www.tdsinc.com
674,Toast,TOST,Financial Data Services,Massachusetts,Boston,"$4,960",$19,"$2,408","$19,072.8","5,700",https://www.toasttab.com
675,Country Financial,~,Insurance: Property and Casualty (Mutual),Illinois,Bloomington,"$4,954.1",$405.2,"$18,360.1",~,"3,339",
676,Abercrombie & Fitch,ANF,Specialty Retailers: Apparel,Ohio,New Albany,"$4,948.6",$566.2,"$3,299.9","$3,847","22,900",https://www.abercrombie.com
677,Somnigroup International,SGI,"Home Equipment, Furnishings",Kentucky,Lexington,"$4,930.9",$384.3,"$5,980.4","$12,489.9","12,000",
678,Ventas,VTR,Real estate,Illinois,Chicago,"$4,924.3",$81.2,"$26,186.9","$30,090.5",498,https://www.ventasreit.com
679,ADT,ADT,Diversified Outsourcing Services,Florida,Boca Raton,"$4,919.7",$501.1,"$16,051","$6,894.5","12,800",https://www.adt.com
680,PriceSmart,PSMT,General Merchandisers,California,San Diego,"$4,913.9",$138.9,"$2,022.7","$2,693.7","12,000",https://www.pricesmart.com
681,Spirit Aviation Holdings,FLYY,Airlines,Florida,Dania Beach,"$4,913.4",~,"$9,595.2",~,"11,331",
682,Hanesbrands,HBI,Apparel,North Carolina,Winston-Salem,"$4,911.7",$-320.4,"$3,840.9","$2,037.4","39,565",https://www.hanes.com
683,Selective Insurance Group,SIGI,Insurance: Property and Casualty (Stock),New Jersey,Branchville,"$4,861.7",$207,"$13,514.2","$5,562.7","2,800",https://www.selective.com
684,Puget Energy,~,Utilities: Gas and Electric,Washington,Bellevue,"$4,856.2",$265.3,"$18,960.4",~,"3,257",
685,Landstar System,LSTR,"Trucking, Truck Leasing",Florida,Jacksonville,"$4,834.1",$195.9,"$1,813.3","$5,304.5","1,441",https://www.landstar.com
686,Brown & Brown,BRO,Insurance: Property and Casualty (Stock),Florida,Daytona Beach,"$4,805",$993,"$17,612","$35,656.5","17,403",https://www.bbinsurance.com
687,Bread Financial Holdings,BFH,Financial Data Services,Ohio,Columbus,"$4,798",$277,"$22,891","$2,458.5","6,000",https://www.breadfinancial.com
688,Weis Markets,WMK,Food & Drug Stores,Pennsylvania,Sunbury,"$4,791.7",$109.9,"$2,107.4","$2,072.5","22,000",https://www.weismarkets.com
689,Graham Holdings,GHC,Education,Virginia,Arlington,"$4,790.9",$724.6,"$7,677.2","$4,189.9","17,540",https://www.ghco.com
690,DraftKings,DKNG,"Hotels, Casinos, Resorts",Massachusetts,Boston,"$4,767.7",$-507.3,"$4,283.7","$29,655.5","5,100",https://www.draftkings.com
691,EPAM Systems,EPAM,Information Technology Services,Pennsylvania,Newtown,"$4,727.9",$454.5,"$4,750.5","$9,669.5","61,200",https://www.epam.com
692,Brighthouse Financial,BHF,"Insurance: Life, Health (stock)",North Carolina,Charlotte,"$4,724",$388,"$238,537","$3,366.9","1,400",https://www.brighthousefinancial.com
693,AppLovin,APP,Computer Software,California,Palo Alto,"$4,709.2","$1,579.8","$5,869.3","$90,078.7","1,548",https://www.applovin.com
694,Coherent,COHR,Semiconductors and Other Electronic Components,Pennsylvania,Saxonburg,"$4,707.7",$-156.2,"$14,488.6","$10,063.6","26,157",https://www.coherent.com
695,Domino's Pizza,DPZ,Food Services,Michigan,Ann Arbor,"$4,706.4",$584.2,"$1,737","$15,757.8","8,550",https://www.dominos.com
696,Dycom Industries,DY,Engineering & Construction,Florida,Palm Beach Gardens,"$4,702",$233.4,"$2,945.4","$4,414.7","15,623",https://www.dycomind.com
697,Public Storage,PSA,Real estate,California,Glendale,"$4,695.6","$2,072","$19,754.9","$52,500.1","5,900",https://www.publicstorage.com
698,ResMed,RMD,Medical Products and Equipment,California,San Diego,"$4,685.3","$1,021","$6,872.4","$32,876.2","9,980",https://www.resmed.com
699,American Water Works,AWK,Utilities: Gas and Electric,New Jersey,Camden,"$4,684","$1,051","$32,830","$28,768","6,700",https://www.amwater.com
700,Zoom Communications,ZM,Computer Software,California,San Jose,"$4,665.4","$1,010.2","$10,988.4","$22,517.1","7,412",
701,Cadence Design Systems,CDNS,Computer Software,California,San Jose,"$4,641.3","$1,055.5","$8,974.5","$69,766.2","12,705",
702,Kemper,KMPR,Insurance: Property and Casualty (Stock),Illinois,Chicago,"$4,638.6",$317.8,"$12,630.4","$4,279.9","7,400",https://www.kemper.com
703,AMC Entertainment Holdings,AMC,Entertainment,Kansas,Leawood,"$4,637.2",$-352.6,"$8,247.5","$1,239.7","18,149",https://www.amctheatres.com
704,Fortune Brands Innovations,FBIN,"Building Materials, Glass",Illinois,Deerfield,"$4,609",$471.9,"$6,561.8","$7,380.4","11,041",https://www.fbin.com
705,Ryerson Holding,RYI,Metals,Illinois,Chicago,"$4,598.7",$-8.6,"$2,439.5",$731.3,"4,200",https://www.ryerson.com
706,Toro,TTC,Construction and Farm Machinery,Minnesota,Bloomington,"$4,583.8",$418.9,"$3,582.8","$7,261.9","11,108",https://www.thetorocompany.com
707,GoDaddy,GDDY,Internet Services and Retailing,Arizona,Tempe,"$4,573.2",$936.9,"$8,235.4","$25,463.9","5,518",https://www.godaddy.com
708,Timken,TKR,Industrial Machinery,Ohio,North Canton,"$4,573",$352.7,"$6,411","$5,043.5","19,000",https://www.timken.com
709,eXp World Holdings,EXPI,Real estate,Washington,Bellingham,"$4,568.3",$-21.3,$390.7,"$1,486.7","2,001",https://www.expworldholdings.com
710,Flowserve,FLS,Industrial Machinery,Texas,Irving,"$4,557.8",$282.8,"$5,500.8","$6,434.4","16,000",https://www.flowserve.com
711,RXO,RXO,"Trucking, Truck Leasing",North Carolina,Charlotte,"$4,550",$-290,"$3,414","$3,119.6","8,707",https://www.rxo.com
712,SiteOne Landscape Supply,SITE,Wholesalers: Diversified,Georgia,Roswell,"$4,540.6",$123.6,"$3,070.8","$5,460.8","8,070",https://www.siteone.com
713,East West Bancorp,EWBC,Commercial Banks,California,Pasadena,"$4,528.4","$1,165.6","$75,976.5","$12,426.4","3,100",https://www.eastwestbank.com
714,M/I Homes,MHO,Homebuilders,Ohio,Columbus,"$4,504.7",$563.7,"$4,549.8","$3,095.9","1,760",https://www.mihomes.com
715,Tri Pointe Homes,TPH,Homebuilders,Nevada,Incline Village,"$4,492.9",$458,"$4,891.1","$2,928.1","1,750",https://www.tripointehomes.com
716,Applied Industrial Technologies,AIT,Wholesalers: Diversified,Ohio,Cleveland,"$4,479.4",$385.8,"$2,951.9","$8,647.9","6,500",https://www.applied.com
717,Bloomin' Brands,BLMN,Food Services,Florida,Tampa,"$4,475.7",$-128,"$3,384.8",$609,"81,000",https://www.bloominbrands.com
718,Twilio,TWLO,Internet Services and Retailing,California,San Francisco,"$4,458",$-109.4,"$9,865.5","$14,944.4","5,535",https://www.twilio.com
719,Floor & Decor Holdings,FND,Specialty Retailers: Other,Georgia,Atlanta,"$4,455.8",$205.9,"$5,050.5","$8,659","12,052",https://www.flooranddecor.com
720,Dream Finders Homes,DFH,Homebuilders,Florida,Jacksonville,"$4,451.6",$335.3,"$3,328.7","$2,107.9","1,686",https://www.dreamfindershomes.com
721,CNO Financial Group,CNO,"Insurance: Life, Health (stock)",Indiana,Carmel,"$4,449.5",$404,"$37,852.6","$4,176.9","3,500",https://www.cnoinc.com
722,Elanco Animal Health,ELAN,Pharmaceuticals,Indiana,Greenfield,"$4,439",$338,"$12,614","$5,212.8","9,225",https://www.elanco.com
723,Navient,NAVI,Diversified Financials,Virginia,Herndon,"$4,425",$131,"$51,789","$1,291.7","2,100",https://www.navient.com
724,Brinker International,EAT,Food Services,Texas,Dallas,"$4,415.1",$155.3,"$2,593.1","$6,618.8","68,852",https://www.brinker.com
725,Century Communities,CCS,Homebuilders,Colorado,Greenwood Village,"$4,398.3",$333.8,"$4,532.5","$2,056.7","1,873",https://www.centurycommunities.com
726,Leggett & Platt,LEG,"Home Equipment, Furnishings",Missouri,Carthage,"$4,383.6",$-511.5,"$3,661.6","$1,067.5","17,700",https://www.leggett.com
727,Catalent,CTLT,Pharmaceuticals,New Jersey,Somerset,"$4,381","$-1,043","$9,753",~,"16,900",https://www.catalent.com
728,Illumina,ILMN,"Scientific,Photographic and Control Equipment",California,San Diego,"$4,372","$-1,223","$6,303","$12,567.5","9,670",https://www.illumina.com
729,Grocery Outlet Holding,GO,Food & Drug Stores,California,Emeryville,"$4,371.5",$39.5,"$3,173.8","$1,361.1","2,000",https://www.groceryoutlet.com
730,ATI,ATI,Metals,Texas,Dallas,"$4,362.1",$367.8,"$5,230.6","$7,339.4","7,700",https://www.atimaterials.com
731,Atlassian,TEAM,Computer Software,California,San Francisco,"$4,358.6",$-300.5,"$5,212.1","$55,599.1","12,157",https://www.atlassian.com
732,Popular,BPOP,Commercial Banks,Puerto Rico,Hato Rey,"$4,332.2",$614.2,"$73,045.4","$6,404.8","9,231",https://www.popular.com
733,Kelly Services,KELYA,Diversified Outsourcing Services,Michigan,Troy,"$4,331.8",$-0.6,"$2,632.3",$460.7,"5,570",https://www.kellyservices.com
734,Medical Mutual of Ohio,~,"Insurance: Life, Health (Mutual)",Ohio,Cleveland,"$4,329.7",$-241.7,"$2,702.2",~,"3,618",
735,Tutor Perini,TPC,Engineering & Construction,California,Sylmar,"$4,326.9",$-163.7,"$4,242.7","$1,216.6","7,500",https://www.tutorperini.com
736,Antero Resources,AR,"Mining, Crude-Oil Production",Colorado,Denver,"$4,325.6",$57.2,"$13,010.1","$12,584.1",616,https://www.anteroresources.com
737,V2X,VVX,Aerospace & Defense,Virginia,Reston,"$4,322.2",$34.7,"$3,228.8","$1,549.4","16,100",https://www.gov2x.com
738,Upbound Group,UPBD,Specialty Retailers: Other,Texas,Plano,"$4,320.6",$123.5,"$2,649.7","$1,375.9","11,970",https://www.upbound.com
739,NCR Atleos,NATL,Financial Data Services,Georgia,Atlanta,"$4,317",$91,"$5,552","$1,926.8","20,000",https://www.ncratleos.com
740,Liberty Energy,LBRT,"Oil and Gas Equipment, Services",Colorado,Denver,"$4,315.2",$316,"$3,296.4","$2,569.8","5,700",https://libertyenergy.com
741,Hyster-Yale,HY,Industrial Machinery,Ohio,Cleveland,"$4,308.2",$142.3,"$2,029.2",$735.1,"8,500",https://www.hyster-yale.com
742,Generac Holdings,GNRC,Industrial Machinery,Wisconsin,Waukesha,"$4,295.8",$316.3,"$5,109.3","$7,550.1","7,314",https://www.generac.com
743,Deckers Outdoor,DECK,Apparel,California,Goleta,"$4,287.8",$759.6,"$3,135.6","$16,969.8","4,800",https://www.deckers.com
744,Viasat,VSAT,Network and Other Communications Equipment,California,Carlsbad,"$4,283.8","$-1,068.9","$16,329.4","$1,345.4","7,500",https://www.viasat.com
745,Ensign Group,ENSG,Health Care: Medical Facilities,California,San Juan Capistrano,"$4,260.5",$298,"$4,669.4","$7,434.7","39,300",https://www.ensigngroup.net
746,FMC,FMC,Chemicals,Pennsylvania,Philadelphia,"$4,246.1",$341.1,"$11,653.3","$5,269.7","5,700",https://www.fmc.com
747,Incyte,INCY,Pharmaceuticals,Delaware,Wilmington,"$4,241.2",$32.6,"$5,444.3","$11,717.9","2,617",https://www.incyte.com
748,Topgolf Callaway Brands,MODG,Entertainment,California,Carlsbad,"$4,239.3","$-1,447.7","$7,636.1","$1,208.6","30,000",https://www.topgolfcallawaybrands.com
749,Copart,CPRT,"Automotive Retailing, Services",Texas,Dallas,"$4,236.8","$1,363","$8,427.8","$54,671.2","13,086",https://www.copart.com
750,Peabody Energy,BTU,"Mining, Crude-Oil Production",Missouri,St. Louis,"$4,236.7",$370.9,"$5,953.7","$1,647.2","5,600",https://www.peabodyenergy.com
751,Expand Energy,EXE,"Mining, Crude-Oil Production",Oklahoma,Oklahoma City,"$4,235",$-714,"$27,894","$25,904.2","1,600",
752,Western Union,WU,Financial Data Services,Colorado,Denver,"$4,209.7",$934.2,"$8,370.5","$3,542.6","9,100",https://www.westernunion.com
753,First Solar,FSLR,Energy,Arizona,Tempe,"$4,206.3","$1,292","$12,124.4","$13,535.9","8,100",https://www.firstsolar.com
754,Calumet,CLMT,Petroleum Refining,Indiana,Indianapolis,"$4,189.4",$-222,"$2,758.2","$1,093.1","1,620",https://www.calumetspecialty.com
755,Service Corp. International,SCI,Miscellaneous,Texas,Houston,"$4,186.4",$518.6,"$17,379.4","$11,556.5","21,319",https://www.sci-corp.com
756,TransUnion,TRU,Financial Data Services,Illinois,Chicago,"$4,183.8",$284.4,"$10,984.8","$16,194.7","13,400",https://www.transunion.com
757,Webster Financial,WBS,Commercial Banks,Connecticut,Stamford,"$4,179.2",$768.7,"$79,025.1","$8,832.8","4,352",https://investors.websterbank.com
758,ArcBest,ARCB,"Trucking, Truck Leasing",Arkansas,Fort Smith,"$4,179",$174,"$2,429.7","$1,633.9","14,000",https://www.arcb.com
